file_name,predict,predictor_type,layers,nodes,activation,optimizer,loss_function,epochs,batch_size,weighted,loss,accuracy
1574164885.0,rating,neural_net,2.0,64.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,1.698114857774481,0.7768197059631348
1574165091.0,rating,neural_net,2.0,128.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,3.1511059879723384,0.7868238091468811
1574165355.0,rating,neural_net,2.0,256.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,3.084989786148072,0.799999475479126
1574165465.0,rating,neural_net,3.0,2.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,7.699348973277721,0.4981699287891388
1574165575.0,rating,neural_net,3.0,4.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,5.911476165698573,0.6078081130981445
1574165686.0,rating,neural_net,3.0,8.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,1.2504133543574554,0.8286295533180237
1574165800.0,rating,neural_net,3.0,16.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,1.43294066803976,0.8020333051681519
1574165922.0,rating,neural_net,3.0,32.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,3.1806052918839427,0.7552663683891296
1574166070.0,rating,neural_net,3.0,64.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,3.1802741578557034,0.7710450291633606
1574166267.0,rating,neural_net,3.0,128.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,1.7640102172877157,0.8038227558135986
1574166535.0,rating,neural_net,3.0,256.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,9.440105141930195,0.192191943526268
1574166643.0,rating,neural_net,4.0,2.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,3.805574846539181,0.6128507852554321
1574166758.0,rating,neural_net,4.0,4.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,5.911476165698573,0.6156159043312073
1574166874.0,rating,neural_net,4.0,8.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,5.292765170784199,0.6095975041389465
1574166991.0,rating,neural_net,4.0,16.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,1.2791374708976917,0.7958518862724304
1574167113.0,rating,neural_net,4.0,32.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,3.2632055731506164,0.7733225226402283
1574167268.0,rating,neural_net,4.0,64.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,3.2068547685730984,0.7811304926872253
1574167463.0,rating,neural_net,4.0,128.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,1.90576826052338,0.7746238708496094
1574167759.0,rating,neural_net,4.0,256.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,5.6087724959864875,0.6176493763923645
1574174339.0,rating,neural_net,1.0,2.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.1292752190157862,0.4839365482330322
1574174381.0,rating,neural_net,1.0,4.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.12593598229012967,0.5111833810806274
1574174429.0,rating,neural_net,1.0,8.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.12886454193463118,0.4981699883937836
1574174487.0,rating,neural_net,1.0,16.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.1321290726036791,0.4863765835762024
1574174535.0,rating,neural_net,1.0,32.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.13779442879776976,0.4745831787586212
1574174609.0,rating,neural_net,1.0,64.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.13969578114938522,0.4961366355419159
1574174716.0,rating,neural_net,1.0,128.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.14371425052176845,0.4908499419689178
1574174853.0,rating,neural_net,1.0,256.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.15380815715627874,0.4798698723316193
1574174893.0,rating,neural_net,2.0,2.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.12818849066763982,0.5164701342582703
1574174952.0,rating,neural_net,2.0,4.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.13376438012327688,0.4892232716083527
1574175013.0,rating,neural_net,2.0,8.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.13419580249924054,0.4896299242973328
1574175070.0,rating,neural_net,2.0,16.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.13628765784322172,0.4851565659046173
1574175132.0,rating,neural_net,2.0,32.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.1419045441170784,0.4989833235740662
1574175205.0,rating,neural_net,2.0,64.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.15439279701056255,0.4851565659046173
1574175315.0,rating,neural_net,2.0,128.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.16888323744388556,0.4489629864692688
1574175469.0,rating,neural_net,2.0,256.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.16821571351030873,0.4880032539367676
1574175510.0,rating,neural_net,3.0,2.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.14421980848347282,0.4619764089584351
1574175572.0,rating,neural_net,3.0,4.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.13579552447640736,0.4831232130527496
1574175622.0,rating,neural_net,3.0,8.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.13909804065351614,0.4664497673511505
1574175674.0,rating,neural_net,3.0,16.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.1395271569005645,0.4859699010848999
1574175745.0,rating,neural_net,3.0,32.0,sigmoid/sigmoid,adam,mse,50.0,32.0,True,0.14377304979180747,0.503456711769104
